user_id,recipe_id,ndcg_10,recall_10,precision_10
463202,123104,0.0,0.0,0.0
601528,31717,0.0,0.0,0.0
184530,82546,0.0,0.0,0.0
242729,245136,0.0,0.0,0.0
428885,376120,0.0,0.0,0.0
242729,17759,0.0,0.0,0.0
324136,238485,0.0,0.0,0.0
121985,33861,0.0,0.0,0.0
171303,319003,0.0,0.0,0.0
1320582,41721,0.0,0.0,0.0
310178,240568,0.0,0.0,0.0
199848,205976,0.0,0.0,0.0
610488,237307,0.0,0.0,0.0
592007,390829,0.0,0.0,0.0
29271,17457,0.0,0.0,0.0
469021,227466,0.0,0.0,0.0
242729,232708,0.0,0.0,0.0
4470,17864,0.0,0.0,0.0
1663024,493782,0.0,0.0,0.0
678714,66121,0.0,0.0,0.0
41984,56210,0.0,0.0,0.0
399711,46501,0.0,0.0,0.0
452576,211814,0.0,0.0,0.0
841981,23775,0.0,0.0,0.0
123220,97671,0.0,0.0,0.0
717221,329271,0.0,0.0,0.0
204853,14738,0.0,0.0,0.0
55980,58387,0.0,0.0,0.0
227831,37548,0.0,0.0,0.0
383877,139735,0.0,0.0,0.0
527886,353809,0.0,0.0,0.0
1535,310750,0.0,0.0,0.0
329638,141581,0.0,0.0,0.0
428885,370562,0.0,0.0,0.0
1127839,88489,0.0,0.0,0.0
65502,271920,0.0,0.0,0.0
30298,6633,0.0,0.0,0.0
904655,168227,0.0,0.0,0.0
158446,166970,0.0,0.0,0.0
87236,44614,0.0,0.0,0.0
199020,33580,0.0,0.0,0.0
128473,484788,0.0,0.0,0.0
58104,300266,0.0,0.0,0.0
453828,26217,0.0,0.0,0.0
88378,191894,0.0,0.0,0.0
115621,22941,0.0,0.0,0.0
188405,29416,0.0,0.0,0.0
289709,100071,0.0,0.0,0.0
128473,167060,0.0,0.0,0.0
400708,11812,0.0,0.0,0.0
82648,32295,0.0,0.0,0.0
101376,41945,0.0,0.0,0.0
101732,42203,0.0,0.0,0.0
359220,60535,0.0,0.0,0.0
105804,30372,0.0,0.0,0.0
271221,1465,0.0,0.0,0.0
147600,15060,0.0,0.0,0.0
583349,345368,0.0,0.0,0.0
135887,44263,0.0,0.0,0.0
232532,136776,0.0,0.0,0.0
199697,116849,0.0,0.0,0.0
369715,334142,0.0,0.0,0.0
375411,10452,0.0,0.0,0.0
780172,372771,0.0,0.0,0.0
47907,33931,0.0,0.0,0.0
614389,21117,0.0,0.0,0.0
29196,84738,0.0,0.0,0.0
599450,263830,0.0,0.0,0.0
715058,72694,0.0,0.0,0.0
256795,91694,0.0,0.0,0.0
41578,292814,0.0,0.0,0.0
25792,138691,0.0,0.0,0.0
15572,87856,0.0,0.0,0.0
226066,201659,0.0,0.0,0.0
171171,21232,0.0,0.0,0.0
91340,26162,0.0,0.0,0.0
34173,13365,0.0,0.0,0.0
437767,51692,0.0,0.0,0.0
71460,14522,0.0,0.0,0.0
183796,240557,0.0,0.0,0.0
879716,58976,0.0,0.0,0.0
145352,134612,0.0,0.0,0.0
83093,53771,0.0,0.0,0.0
4470,130868,0.0,0.0,0.0
516926,106753,0.0,0.0,0.0
144490,177558,0.0,0.0,0.0
160519,44327,0.0,0.0,0.0
1008402,437613,0.0,0.0,0.0
486725,475163,0.0,0.0,0.0
197023,204682,0.0,0.0,0.0
106867,18571,0.0,0.0,0.0
545002,129345,0.0,0.0,0.0
295018,84052,0.0,0.0,0.0
1404437,155100,0.0,0.0,0.0
55221,61358,0.0,0.0,0.0
495817,73686,0.0,0.0,0.0
92416,153647,0.0,0.0,0.0
13593,294626,0.0,0.0,0.0
87023,65246,0.0,0.0,0.0
1015482,89066,0.0,0.0,0.0
285051,43826,0.0,0.0,0.0
249836,156481,0.0,0.0,0.0
37779,17014,0.0,0.0,0.0
382203,215040,0.0,0.0,0.0
1020416,47315,0.0,0.0,0.0
383962,183371,0.0,0.0,0.0
460631,33947,0.0,0.0,0.0
327281,154024,0.0,0.0,0.0
155943,176595,0.0,0.0,0.0
1620171,167122,0.0,0.0,0.0
49414,37437,0.0,0.0,0.0
253974,285261,0.0,0.0,0.0
316396,51967,0.0,0.0,0.0
162939,52968,0.0,0.0,0.0
667651,274717,0.0,0.0,0.0
323186,264586,0.0,0.0,0.0
804550,409263,0.0,0.0,0.0
72483,32756,0.0,0.0,0.0
591302,135429,0.0,0.0,0.0
768039,340466,0.0,0.0,0.0
74652,145247,0.0,0.0,0.0
542159,427556,0.0,0.0,0.0
83093,55479,0.0,0.0,0.0
53959,216101,0.0,0.0,0.0
653438,160840,0.0,0.0,0.0
126440,96087,0.0,0.0,0.0
529209,108364,0.0,0.0,0.0
137911,186326,0.0,0.0,0.0
288146,408623,0.0,0.0,0.0
298865,206367,0.0,0.0,0.0
529049,28713,0.0,0.0,0.0
35526,199341,0.0,0.0,0.0
160974,173683,0.0,0.0,0.0
135377,107235,0.0,0.0,0.0
199848,204491,0.0,0.0,0.0
278218,191417,0.0,0.0,0.0
865936,193219,0.0,0.0,0.0
6258,25764,0.0,0.0,0.0
78808,90485,0.0,0.0,0.0
209747,203027,0.0,0.0,0.0
953275,318406,0.0,0.0,0.0
468146,64693,0.0,0.0,0.0
1058097,401697,0.0,0.0,0.0
2000498330,156566,0.0,0.0,0.0
212145,201538,0.0,0.0,0.0
109030,79551,0.0,0.0,0.0
222478,223565,0.0,0.0,0.0
1292784,92204,0.0,0.0,0.0
356062,259423,0.0,0.0,0.0
350938,38477,0.0,0.0,0.0
223854,181082,0.0,0.0,0.0
296050,351126,0.0,0.0,0.0
1163488,274695,0.0,0.0,0.0
199848,343931,0.0,0.0,0.0
41490,4451,0.0,0.0,0.0
414666,18429,0.0,0.0,0.0
123897,70165,0.0,0.0,0.0
34025,54256,0.0,0.0,0.0
56003,346537,0.0,0.0,0.0
402135,99564,0.0,0.0,0.0
844554,21203,0.0,0.0,0.0
143692,72490,0.0,0.0,0.0
423565,46832,0.0,0.0,0.0
296809,175490,0.0,0.0,0.0
500860,26370,0.0,0.0,0.0
67656,182997,0.0,0.0,0.0
498271,266812,0.0,0.0,0.0
180890,180462,0.0,0.0,0.0
430471,314511,0.0,0.0,0.0
68928,74532,0.0,0.0,0.0
49304,51451,0.0,0.0,0.0
51224,91269,0.0,0.0,0.0
165623,362821,0.0,0.0,0.0
60124,487868,0.0,0.0,0.0
61010,23555,0.0,0.0,0.0
107583,185744,0.0,0.0,0.0
226863,423221,0.0,0.0,0.0
133174,128808,0.0,0.0,0.0
279529,9272,0.0,0.0,0.0
822358,441782,0.0,0.0,0.0
237123,26643,0.0,0.0,0.0
39547,10775,0.0,0.0,0.0
65197,64056,0.0,0.0,0.0
28346,78938,0.0,0.0,0.0
68526,208583,0.0,0.0,0.0
976700,165714,0.0,0.0,0.0
145451,51209,0.0,0.0,0.0
1453691,175469,0.0,0.0,0.0
709675,22782,0.0,0.0,0.0
173558,75302,0.0,0.0,0.0
1417292,417888,0.0,0.0,0.0
724516,413672,0.0,0.0,0.0
530501,21104,0.0,0.0,0.0
113509,155200,0.0,0.0,0.0
68357,113299,0.0,0.0,0.0
220538,137253,0.0,0.0,0.0
1139501,275436,0.0,0.0,0.0
391787,324570,0.0,0.0,0.0
587766,225571,0.0,0.0,0.0
53932,130939,0.0,0.0,0.0
317696,98447,0.0,0.0,0.0
1056692,65161,0.0,0.0,0.0
340130,238741,0.0,0.0,0.0
333017,33972,0.0,0.0,0.0
60231,301943,0.0,0.0,0.0
40114,20158,0.0,0.0,0.0
39322,73789,0.0,0.0,0.0
210188,163238,0.0,0.0,0.0
180898,25625,0.0,0.0,0.0
56181,50468,0.0,0.0,0.0
888786,328828,0.0,0.0,0.0
488587,100805,0.0,0.0,0.0
653438,318960,0.0,0.0,0.0
345702,1005,0.0,0.0,0.0
1200430,241792,0.0,0.0,0.0
452355,300600,0.0,0.0,0.0
124434,33811,0.0,0.0,0.0
156034,156852,0.0,0.0,0.0
431813,287004,0.0,0.0,0.0
914720,33665,0.0,0.0,0.0
192581,18422,0.0,0.0,0.0
1122161,63689,0.0,0.0,0.0
818639,285466,0.0,0.0,0.0
476143,198901,0.0,0.0,0.0
57101,32639,0.0,0.0,0.0
167522,25885,0.0,0.0,0.0
59064,61025,0.0,0.0,0.0
258285,248492,0.0,0.0,0.0
212497,134655,0.0,0.0,0.0
28846,15125,0.0,0.0,0.0
330545,343226,0.0,0.0,0.0
354974,127683,0.0,0.0,0.0
324390,228518,0.0,0.0,0.0
241140,18653,0.0,0.0,0.0
900992,482215,0.0,0.0,0.0
588817,132757,0.0,0.0,0.0
51579,30163,0.0,0.0,0.0
158086,246229,0.0,0.0,0.0
1580637,398461,0.0,0.0,0.0
116195,377987,0.0,0.0,0.0
92006,401296,0.0,0.0,0.0
169430,200752,0.0,0.0,0.0
369715,137828,0.0,0.0,0.0
57222,235204,0.0,0.0,0.0
527607,269291,0.0,0.0,0.0
706608,335910,0.0,0.0,0.0
68357,47697,0.0,0.0,0.0
364433,34414,0.0,0.0,0.0
936601,341421,0.0,0.0,0.0
993604,74475,0.0,0.0,0.0
560491,321230,0.0,0.0,0.0
241241,81845,0.0,0.0,0.0
424680,312155,0.0,0.0,0.0
295741,30081,0.0,0.0,0.0
146047,80413,0.0,0.0,0.0
60231,285421,0.0,0.0,0.0
68960,186716,0.0,0.0,0.0
1677099,71054,0.0,0.0,0.0
1252036,232156,0.0,0.0,0.0
232669,162708,0.0,0.0,0.0
157248,99450,0.0,0.0,0.0
422609,30951,0.0,0.0,0.0
482376,495946,0.0,0.0,0.0
455010,266071,0.0,0.0,0.0
439797,63786,0.0,0.0,0.0
94618,37422,0.0,0.0,0.0
82507,155248,0.0,0.0,0.0
6164,14255,0.0,0.0,0.0
666681,94989,0.0,0.0,0.0
101275,49613,0.0,0.0,0.0
115621,53803,0.0,0.0,0.0
1184867,358910,0.0,0.0,0.0
124190,145147,0.0,0.0,0.0
587978,28303,0.0,0.0,0.0
134318,269889,0.0,0.0,0.0
95743,112984,0.0,0.0,0.0
1267163,17126,0.0,0.0,0.0
320137,108401,0.0,0.0,0.0
363783,109322,0.0,0.0,0.0
486888,23775,0.0,0.0,0.0
33159,27619,0.0,0.0,0.0
314825,173731,0.0,0.0,0.0
232673,68955,0.0,0.0,0.0
305531,272655,0.0,0.0,0.0
23466,83282,0.0,0.0,0.0
147107,106400,0.0,0.0,0.0
630195,69986,0.0,0.0,0.0
229850,45107,0.0,0.0,0.0
206168,273408,0.0,0.0,0.0
56180,58789,0.0,0.0,0.0
1408290,126789,0.0,0.0,0.0
537188,279667,0.0,0.0,0.0
1564587,40497,0.0,0.0,0.0
130606,275556,0.0,0.0,0.0
275037,330485,0.0,0.0,0.0
136997,351297,0.0,0.0,0.0
1273226,110299,0.0,0.0,0.0
744939,117944,0.0,0.0,0.0
331918,35775,0.0,0.0,0.0
724631,209894,0.0,0.0,0.0
264012,74982,0.0,0.0,0.0
171063,341869,0.0,0.0,0.0
117440,199488,0.0,0.0,0.0
177435,365597,0.0,0.0,0.0
718620,317939,0.0,0.0,0.0
162826,43806,0.0,0.0,0.0
133174,41979,0.0,0.0,0.0
511690,162393,0.0,0.0,0.0
1331434,11345,0.0,0.0,0.0
305531,312490,0.0,0.0,0.0
2415380,47504,0.0,0.0,0.0
4470,36943,0.0,0.0,0.0
677508,221921,0.0,0.0,0.0
451700,228509,0.0,0.0,0.0
140132,28091,0.0,0.0,0.0
453828,9202,0.0,0.0,0.0
37036,34087,0.0,0.0,0.0
396152,38249,0.0,0.0,0.0
1711014,134019,0.0,0.0,0.0
102602,68955,0.0,0.0,0.0
583902,46262,0.0,0.0,0.0
52448,84637,0.0,0.0,0.0
268058,172448,0.0,0.0,0.0
130819,286103,0.0,0.0,0.0
14410,13652,0.0,0.0,0.0
54890,15072,0.0,0.0,0.0
579228,199225,0.0,0.0,0.0
1039543,337360,0.0,0.0,0.0
103809,37756,0.0,0.0,0.0
176574,58051,0.0,0.0,0.0
67509,17937,0.0,0.0,0.0
477972,109387,0.0,0.0,0.0
59021,43920,0.0,0.0,0.0
292812,73470,0.0,0.0,0.0
353465,172,0.0,0.0,0.0
140008,120007,0.0,0.0,0.0
424494,30008,0.0,0.0,0.0
1058097,203866,0.0,0.0,0.0
58104,57252,0.0,0.0,0.0
135271,41409,0.0,0.0,0.0
198393,63899,0.0,0.0,0.0
41799,45018,0.0,0.0,0.0
288218,131972,0.0,0.0,0.0
485728,303592,0.0,0.0,0.0
567786,15875,0.0,0.0,0.0
592980,95007,0.0,0.0,0.0
136465,168717,0.0,0.0,0.0
486718,139316,0.0,0.0,0.0
178742,143794,0.0,0.0,0.0
25792,174088,0.0,0.0,0.0
364685,213303,0.0,0.0,0.0
39301,245649,0.0,0.0,0.0
60716,14561,0.0,0.0,0.0
59064,9845,0.0,0.0,0.0
296809,151920,0.0,0.0,0.0
840768,21688,0.0,0.0,0.0
840768,114488,0.0,0.0,0.0
118268,54257,0.0,0.0,0.0
65502,162803,0.0,0.0,0.0
271119,156805,0.0,0.0,0.0
1160345,448536,0.0,0.0,0.0
375776,260368,0.0,0.0,0.0
538190,45689,0.0,0.0,0.0
675287,254585,0.0,0.0,0.0
959021,17987,0.0,0.0,0.0
27395,8739,0.0,0.0,0.0
520644,160383,0.0,0.0,0.0
74281,29679,0.0,0.0,0.0
703332,242043,0.0,0.0,0.0
408471,278,0.0,0.0,0.0
49937,50735,0.0,0.0,0.0
5060,112908,0.0,0.0,0.0
601410,229528,0.0,0.0,0.0
260911,84873,0.0,0.0,0.0
28649,89174,0.0,0.0,0.0
465062,169577,0.0,0.0,0.0
236470,127014,0.0,0.0,0.0
347160,55661,0.0,0.0,0.0
278639,55888,0.0,0.0,0.0
34206,50342,0.0,0.0,0.0
251917,283681,0.0,0.0,0.0
644191,10306,0.0,0.0,0.0
1183144,57958,0.0,0.0,0.0
2532724,320989,0.0,0.0,0.0
587784,32321,0.0,0.0,0.0
53959,139060,0.0,0.0,0.0
227978,133475,0.0,0.0,0.0
424680,199290,0.0,0.0,0.0
130819,304603,0.0,0.0,0.0
373020,401601,0.0,0.0,0.0
305531,382450,0.0,0.0,0.0
330505,254025,0.0,0.0,0.0
236742,94864,0.0,0.0,0.0
327938,2496,0.0,0.0,0.0
1206102,89298,0.0,0.0,0.0
1072593,463518,0.0,0.0,0.0
754163,17930,0.0,0.0,0.0
341142,167102,0.0,0.0,0.0
2685398,20155,0.0,0.0,0.0
63128,83362,0.0,0.0,0.0
173314,232287,0.0,0.0,0.0
37471,25568,0.0,0.0,0.0
91392,36232,0.0,0.0,0.0
987323,379995,0.0,0.0,0.0
350938,386782,0.0,0.0,0.0
323545,176192,0.0,0.0,0.0
407088,112259,0.0,0.0,0.0
39835,305855,0.0,0.0,0.0
1110776,191161,0.0,0.0,0.0
113941,284512,0.0,0.0,0.0
82714,48540,0.0,0.0,0.0
305531,471264,0.0,0.0,0.0
1375473,398992,0.0,0.0,0.0
728782,230311,0.0,0.0,0.0
469903,2072,0.0,0.0,0.0
136997,468937,0.0,0.0,0.0
537937,288624,0.0,0.0,0.0
1263673,170330,0.0,0.0,0.0
526411,380981,0.0,0.0,0.0
422893,165288,0.0,0.0,0.0
445176,383987,0.0,0.0,0.0
176615,76003,0.0,0.0,0.0
128473,222187,0.0,0.0,0.0
144373,40982,0.0,0.0,0.0
167849,436332,0.0,0.0,0.0
169430,379532,0.0,0.0,0.0
222055,150202,0.0,0.0,0.0
407145,29301,0.0,0.0,0.0
241892,105071,0.0,0.0,0.0
546985,261129,0.0,0.0,0.0
227652,210647,0.0,0.0,0.0
2204786,494435,0.0,0.0,0.0
936601,323653,0.0,0.0,0.0
772912,152871,0.0,0.0,0.0
59087,38780,0.0,0.0,0.0
383346,438881,0.0,0.0,0.0
936146,253224,0.0,0.0,0.0
54697,38587,0.0,0.0,0.0
424680,369157,0.0,0.0,0.0
40432,63131,0.0,0.0,0.0
142367,56886,0.0,0.0,0.0
564419,57177,0.0,0.0,0.0
530520,138411,0.0,0.0,0.0
138462,116088,0.0,0.0,0.0
291240,17310,0.0,0.0,0.0
41578,391424,0.0,0.0,0.0
52986,38433,0.0,0.0,0.0
311003,91283,0.0,0.0,0.0
299142,11121,0.0,0.0,0.0
1066322,76864,0.0,0.0,0.0
158866,29934,0.0,0.0,0.0
174096,229254,0.0,0.0,0.0
733902,38510,0.0,0.0,0.0
2310,103370,0.0,0.0,0.0
53932,159011,0.0,0.0,0.0
80353,173131,0.0,0.0,0.0
780172,72800,0.0,0.0,0.0
424680,234891,0.0,0.0,0.0
2000310365,15220,0.0,0.0,0.0
53932,385002,0.0,0.0,0.0
55013,25757,0.0,0.0,0.0
229832,12362,0.0,0.0,0.0
237330,30457,0.0,0.0,0.0
297076,289061,0.0,0.0,0.0
129201,170937,0.0,0.0,0.0
92886,109685,0.0,0.0,0.0
154026,92344,0.0,0.0,0.0
58038,39795,0.0,0.0,0.0
212609,504430,0.0,0.0,0.0
447742,44209,0.0,0.0,0.0
107583,323797,0.0,0.0,0.0
130663,96002,0.0,0.0,0.0
131126,233254,0.0,0.0,0.0
95743,74117,0.0,0.0,0.0
736554,355418,0.0,0.0,0.0
286566,348018,0.0,0.0,0.0
55578,74730,0.0,0.0,0.0
283251,108364,0.0,0.0,0.0
1683962,65861,0.0,0.0,0.0
584858,310292,0.0,0.0,0.0
499271,220319,0.0,0.0,0.0
169969,211580,0.0,0.0,0.0
20214,3595,0.0,0.0,0.0
169357,118884,0.0,0.0,0.0
2221541,129670,0.0,0.0,0.0
593927,73859,0.0,0.0,0.0
632249,3623,0.0,0.0,0.0
60260,384125,0.0,0.0,0.0
157425,208352,0.0,0.0,0.0
45681,277814,0.0,0.0,0.0
244815,183713,0.0,0.0,0.0
97901,115124,0.0,0.0,0.0
341344,128956,0.0,0.0,0.0
1231782,83524,0.0,0.0,0.0
119552,154024,0.0,0.0,0.0
87693,49078,0.0,0.0,0.0
140132,22855,0.0,0.0,0.0
80353,168053,0.0,0.0,0.0
571112,162379,0.0,0.0,0.0
323186,160763,0.0,0.0,0.0
225620,66703,0.0,0.0,0.0
128473,344851,0.0,0.0,0.0
728953,103800,0.0,0.0,0.0
62622,40395,0.0,0.0,0.0
213443,240433,0.0,0.0,0.0
801675,230255,0.0,0.0,0.0
60992,14187,0.0,0.0,0.0
5060,47739,0.0,0.0,0.0
12577388,373364,0.0,0.0,0.0
293757,352443,0.0,0.0,0.0
791177,113144,0.0,0.0,0.0
794511,42256,0.0,0.0,0.0
35526,14535,0.0,0.0,0.0
296809,202723,0.0,0.0,0.0
37449,383484,0.0,0.0,0.0
559846,37156,0.0,0.0,0.0
169430,367896,0.0,0.0,0.0
456138,35469,0.0,0.0,0.0
316094,334214,0.0,0.0,0.0
85322,43396,0.0,0.0,0.0
121690,60284,0.0,0.0,0.0
242766,104000,0.0,0.0,0.0
122877,123934,0.0,0.0,0.0
2189849,495275,0.0,0.0,0.0
50035,145960,0.0,0.0,0.0
80998,191177,0.0,0.0,0.0
485728,153851,0.0,0.0,0.0
200862,192820,0.0,0.0,0.0
196388,39145,0.0,0.0,0.0
1705683,137262,0.0,0.0,0.0
24386,59757,0.0,0.0,0.0
37636,74472,0.0,0.0,0.0
136997,205766,0.0,0.0,0.0
284904,28004,0.0,0.0,0.0
427184,145481,0.0,0.0,0.0
298447,170438,0.0,0.0,0.0
1252036,297747,0.0,0.0,0.0
173314,20550,0.0,0.0,0.0
176843,14794,0.0,0.0,0.0
559283,28951,0.0,0.0,0.0
526666,396953,0.0,0.0,0.0
240552,282987,0.0,0.0,0.0
1122161,95239,0.0,0.0,0.0
640173,91665,0.0,0.0,0.0
324136,271379,0.0,0.0,0.0
400708,48490,0.0,0.0,0.0
551454,60350,0.0,0.0,0.0
382203,217410,0.0,0.0,0.0
80998,280230,0.0,0.0,0.0
157425,154783,0.0,0.0,0.0
199848,79576,0.0,0.0,0.0
307322,243472,0.0,0.0,0.0
30209,287618,0.0,0.0,0.0
57042,189254,0.0,0.0,0.0
8526,25231,0.0,0.0,0.0
89831,19232,0.0,0.0,0.0
48107,176752,0.0,0.0,0.0
857580,174106,0.0,0.0,0.0
278639,84764,0.0,0.0,0.0
268888,63909,0.0,0.0,0.0
1170903,162864,0.0,0.0,0.0
294803,87775,0.0,0.0,0.0
251626,78921,0.0,0.0,0.0
486078,288659,0.0,0.0,0.0
28345,97600,0.0,0.0,0.0
214284,335166,0.0,0.0,0.0
160974,278191,0.0,0.0,0.0
189465,231370,0.0,0.0,0.0
179133,408990,0.0,0.0,0.0
321999,230149,0.0,0.0,0.0
428885,448538,0.0,0.0,0.0
251917,9503,0.0,0.0,0.0
153866,123796,0.0,0.0,0.0
52282,48064,0.0,0.0,0.0
291650,91024,0.0,0.0,0.0
377581,285960,0.0,0.0,0.0
310542,76149,0.0,0.0,0.0
696110,113547,0.0,0.0,0.0
54697,77201,0.0,0.0,0.0
124901,63750,0.0,0.0,0.0
37449,56507,0.0,0.0,0.0
439685,39152,0.0,0.0,0.0
85873,44219,0.0,0.0,0.0
164890,20616,0.0,0.0,0.0
74281,38298,0.0,0.0,0.0
153188,55556,0.0,0.0,0.0
227024,21321,0.0,0.0,0.0
19540,89503,0.0,0.0,0.0
281399,249030,0.0,0.0,0.0
239758,452536,0.0,0.0,0.0
284897,138414,0.0,0.0,0.0
1377607,24672,0.0,0.0,0.0
107583,261555,0.0,0.0,0.0
58104,134738,0.0,0.0,0.0
58104,153326,0.0,0.0,0.0
37779,134729,0.0,0.0,0.0
37471,50584,0.0,0.0,0.0
89831,222166,0.0,0.0,0.0
18931,389375,0.0,0.0,0.0
318262,275413,0.0,0.0,0.0
313633,465746,0.0,0.0,0.0
351811,220201,0.0,0.0,0.0
560491,348670,0.0,0.0,0.0
305531,41636,0.0,0.0,0.0
65056,92730,0.0,0.0,0.0
134663,96715,0.0,0.0,0.0
1175362,253739,0.0,0.0,0.0
704479,34713,0.0,0.0,0.0
1366254,422599,0.0,0.0,0.0
280840,111605,0.0,0.0,0.0
482376,450678,0.0,0.0,0.0
382594,28964,0.0,0.0,0.0
277462,99747,0.0,0.0,0.0
107583,181396,0.0,0.0,0.0
394085,191977,0.0,0.0,0.0
316809,407471,0.0,0.0,0.0
2001601815,507069,0.0,0.0,0.0
645094,277402,0.0,0.0,0.0
54874,41526,0.0,0.0,0.0
64154,89684,0.0,0.0,0.0
149363,98666,0.0,0.0,0.0
49304,45905,0.0,0.0,0.0
1375557,25658,0.0,0.0,0.0
23728,53677,0.0,0.0,0.0
290010,331562,0.0,0.0,0.0
353379,46780,0.0,0.0,0.0
29196,411068,0.0,0.0,0.0
449247,70178,0.0,0.0,0.0
156034,70646,0.0,0.0,0.0
383346,217400,0.0,0.0,0.0
274585,109418,0.0,0.0,0.0
518275,113528,0.0,0.0,0.0
160977,477654,0.0,0.0,0.0
82737,61108,0.0,0.0,0.0
42720,16531,0.0,0.0,0.0
20754,92263,0.0,0.0,0.0
768828,19938,0.0,0.0,0.0
305531,27208,0.0,0.0,0.0
56463,49786,0.0,0.0,0.0
496803,350089,0.0,0.0,0.0
203325,473839,0.0,0.0,0.0
487266,147273,0.0,0.0,0.0
107135,150167,0.0,0.0,0.0
47892,195623,0.0,0.0,0.0
56824,18061,0.0,0.0,0.0
374520,22133,0.0,0.0,0.0
841895,191501,0.0,0.0,0.0
1269015,76768,0.0,0.0,0.0
1455946,146492,0.0,0.0,0.0
544074,109775,0.0,0.0,0.0
189280,218708,0.0,0.0,0.0
367474,29703,0.0,0.0,0.0
527607,235806,0.0,0.0,0.0
253491,322859,0.0,0.0,0.0
1242182,377630,0.0,0.0,0.0
23302,41986,0.0,0.0,0.0
180898,99476,0.0,0.0,0.0
212801,169257,0.0,0.0,0.0
1072593,457383,0.0,0.0,0.0
173838,107029,0.0,0.0,0.0
440324,141155,0.0,0.0,0.0
352678,134749,0.0,0.0,0.0
14804,69063,0.0,0.0,0.0
169430,484030,0.0,0.0,0.0
840768,259898,0.0,0.0,0.0
424680,190063,0.0,0.0,0.0
1193707,90219,0.0,0.0,0.0
331557,20431,0.0,0.0,0.0
21752,53367,0.0,0.0,0.0
134875,39911,0.0,0.0,0.0
437767,142634,0.0,0.0,0.0
465056,264773,0.0,0.0,0.0
366076,107398,0.0,0.0,0.0
357640,120806,0.0,0.0,0.0
37636,63562,0.0,0.0,0.0
651379,24476,0.0,0.0,0.0
862059,353826,0.0,0.0,0.0
305531,245624,0.0,0.0,0.0
30094,181500,0.0,0.0,0.0
150727,29172,0.0,0.0,0.0
585075,406852,0.0,0.0,0.0
441443,33919,0.0,0.0,0.0
546010,423545,0.0,0.0,0.0
107651,48956,0.0,0.0,0.0
37715,23123,0.0,0.0,0.0
756031,188158,0.0,0.0,0.0
445711,153650,0.0,0.0,0.0
31364,68315,0.0,0.0,0.0
2001574914,373111,0.0,0.0,0.0
315084,57130,0.0,0.0,0.0
203916,99210,0.0,0.0,0.0
407036,362536,0.0,0.0,0.0
428885,156908,0.0,0.0,0.0
242766,63786,0.0,0.0,0.0
167849,316862,0.0,0.0,0.0
41578,234645,0.0,0.0,0.0
